RowNumber,CustomerID,Surname,CreditScore,Country,Gender,Married,Age,Dependents,NumBankAccts,HasCrCard,EmergingMarketFund,RealEstate,PrivateEquity,GovtBonds,CorpBonds,ETF Tech,ETF Health,ETF Med,EstimatedSalary,Mortgage,Risk Profile,Debt,Net Assets,Portfolio Return,Diversification,BusinessOwner,Revenue,Margin,LifeInsurance,NumTransactions,LastTransactionDate,LastTransactionAmt,ForeignAssets,NumProducts,Churn,Discount,Retention,CLV
9346,15758048,Miah,582,France,Male,1,50,2,1,1,1,1,0,0,0,1,0,0,116944,0,0.16,38308,53711,0.1659,0.4374,0,30444.28,0.08,1,1,4/10/2016,1296.4,0,6,0,0.51,,
9347,15805681,Chamberlain,716,France,Male,1,41,3,1,1,1,1,1,0,1,1,1,1,113267,0,0.33,0,87038,0.1153,0.4638,0,11916.32,0.11,1,1,2/1/2016,5710.7,0.31,3,0,0.31,,
9348,15802809,Vidal,660,Spain,Female,1,36,3,1,1,0,1,0,1,0,0,1,1,181450,0,0.34,44585,48035,0.0963,0.4074,1,31240.97,0.09,1,1,1/6/2016,1980.5,0.22,5,0,0.74,,
9349,15807239,Lung,664,France,Female,1,34,2,1,0,0,1,1,1,0,1,1,1,179914,0,0.5,14559,27608,0.1544,0.2677,0,44548.04,0.05,0,3,12/12/2015,4127.7,0,1,0,0.59,,
9350,15749093,Tretyakova,801,France,Male,1,43,0,2,0,0,1,1,1,1,0,0,0,98586,0,0.47,22491,30186,0.1517,0.2756,0,33168.39,0.04,0,3,6/12/2019,4217.2,0.24,6,1,0.27,,
9351,15689344,Montgomery,615,Spain,Male,1,42,4,3,0,0,1,0,0,0,1,1,0,120321,0,0.14,0,31097,0.1547,0.3762,1,27948.08,0.1,1,1,5/19/2017,8614,0,4,0,0.09,,
9352,15606076,Golubev,718,Germany,Male,1,63,5,1,1,0,1,0,1,1,1,0,1,100539,0,0.16,7966,67117,0.1109,0.4253,1,55600.44,0.07,1,9,4/1/2016,2242.1,0,3,1,0.59,,
9353,15610090,Han,667,France,Male,1,40,1,2,1,0,1,0,0,1,1,1,1,98932,0,0.07,0,84374,0.1015,0.3603,1,12894.55,0.03,0,8,11/7/2018,5013.6,0.12,1,1,0.42,,
9354,15693926,Pan,670,Spain,Male,1,37,5,1,1,0,0,0,0,0,0,1,0,194494,0,0.26,44032,85843,0.1383,0.239,1,109493.09,0.13,1,1,12/23/2015,6434,0.27,1,0,0.59,,
9355,15791501,Carroll,590,France,Male,1,43,3,2,1,1,0,1,1,1,1,0,1,143628,0,0.04,20227,70993,0.1469,0.4375,0,49456.54,0.1,1,2,3/17/2015,879.3,0.17,6,0,0.58,,
9356,15621870,Hawkins,739,Spain,Female,1,40,4,1,1,1,0,0,1,1,0,1,1,167031,0,0.48,19389,80543,0.1758,0.1018,1,19939.67,0.05,0,7,2/24/2018,4178.5,0.33,4,1,0.47,,
9357,15734711,Loggia,373,France,Male,1,42,1,1,1,0,0,1,1,1,0,1,0,77786,1,0.43,1518,88109,0.1436,0.2308,1,69478.47,0.09,0,6,3/27/2018,2536.4,0.28,6,1,0.4,,
9358,15814405,Chesnokova,418,France,Female,1,46,1,1,1,0,1,1,0,0,1,1,0,81015,1,0.16,10200,54060,0.0912,0.1484,1,30589.87,0.04,1,7,9/18/2018,6490.3,0.04,2,0,0.07,,
9359,15729359,Chambers,837,France,Female,0,29,0,2,1,0,1,1,1,1,0,0,1,41866,0,0.38,24723,66855,0.1079,0.114,0,47652.35,0.11,1,8,6/21/2018,4411.4,0,5,0,0.61,,
9360,15606944,Fleming,645,Germany,Male,0,43,0,1,1,1,0,1,0,1,0,0,1,11303,1,0.16,4236,75621,0.0902,0.2989,1,32238.18,0.04,0,4,5/11/2016,5911.1,0.09,6,1,0.6,,
9361,15671934,Veale,552,Germany,Male,1,39,4,1,0,0,1,1,0,0,1,0,0,149384,0,0.38,5310,25344,0.1639,0.322,0,81318.91,0.09,1,5,1/7/2018,7339.9,0,5,1,0.59,,
9362,15641773,Browne,580,Germany,Male,1,45,5,2,1,0,0,0,1,0,0,1,1,169304,0,0.27,22630,95493,0.1413,0.1306,0,108144.72,0.13,1,4,3/27/2019,9297.3,0.49,5,0,0.18,,
9363,15701972,Parsons,684,France,Male,0,35,1,1,1,0,0,1,0,0,0,0,1,37264,0,0.26,25775,82220,0.0918,0.3833,0,8618.63,0.05,1,10,12/19/2016,1024.7,0.31,1,0,0.51,,
9364,15749114,Bailey,634,Spain,Male,0,35,0,2,1,0,0,1,1,1,0,1,1,19515,0,0.14,0,89681,0.1497,0.3533,0,51810.36,0.07,1,2,8/22/2016,6298,0,4,1,0.52,,
9365,15780362,Ferrari,607,France,Female,1,49,3,2,1,0,1,0,0,0,1,0,1,103068,0,0.05,16781,82520,0.1245,0.1554,1,45512.12,0.09,0,7,12/5/2017,6599.2,0,1,1,0.05,,
9366,15753229,Genovese,802,France,Male,1,29,2,1,1,0,1,0,0,0,1,0,0,134459,0,0.4,37050,99581,0.0822,0.1779,1,88689.72,0.11,1,4,5/16/2015,4146.8,0.29,2,1,0.76,,
9367,15656009,McIntyre,736,France,Female,1,36,0,1,1,1,0,1,0,1,0,1,1,70497,0,0.04,11340,89712,0.0818,0.4469,1,81220.22,0.12,0,9,6/22/2016,1719.6,0.5,4,0,0.17,,
9368,15785024,Warner,629,France,Female,1,40,4,1,1,0,1,0,0,0,1,1,0,175878,1,0.14,28359,99433,0.1351,0.1373,0,105146.28,0.11,0,1,8/3/2015,6067.3,0.22,2,0,0.49,,
9369,15670492,Gordon,737,France,Male,1,28,5,2,1,1,1,1,0,0,0,1,0,106390,0,0.49,19594,23557,0.085,0.1876,0,26068.95,0.03,0,5,2/11/2015,9245.2,0.07,3,1,0.13,,
9370,15795458,McMillan,718,Spain,Female,0,39,1,1,1,1,0,0,1,1,1,1,0,52138,0,0.01,25710,57977,0.1533,0.4387,0,63086.62,0.1,1,1,3/8/2015,1633.5,0,6,1,0.63,,
9371,15732438,Cheng,561,France,Male,0,43,1,4,0,0,1,0,1,1,1,1,1,18523,1,0.46,28758,39907,0.1097,0.1506,0,20838.36,0.03,0,2,6/17/2016,784.4,0.4,3,1,0.28,,
9372,15781987,Akhtar,641,France,Male,0,31,1,1,1,0,0,0,1,0,1,1,0,32232,0,0.34,36046,81959,0.1792,0.246,1,57578.87,0.06,1,10,10/14/2018,4579.3,0.33,1,1,0.74,,
9373,15775826,Iadanza,677,France,Male,1,30,5,1,0,1,1,0,0,0,0,1,1,174226,0,0.27,10367,96637,0.1252,0.2193,1,29520.38,0.08,1,1,3/19/2015,6202,0.05,5,0,0.43,,
9374,15807457,Abernathy,641,Spain,Female,1,36,3,2,1,1,0,0,1,0,0,0,1,102021,0,0.42,0,90778,0.0871,0.1654,1,27634.87,0.07,0,5,9/18/2018,4263.1,0,1,1,0.74,,
9375,15632538,Watson,658,Spain,Female,0,32,1,1,1,1,1,0,1,1,0,1,0,31485,0,0.36,38405,33060,0.1723,0.343,1,29953.29,0.06,1,1,4/28/2016,7648.4,0,4,0,0.55,,
9376,15641389,Shen,659,Germany,Male,1,48,1,2,1,0,0,0,0,1,0,0,1,82469,1,0.03,10524,55850,0.1253,0.1104,1,47398.29,0.11,0,6,12/1/2018,8083,0.25,1,1,0.71,,
9377,15657306,Kershaw,567,France,Female,1,47,5,1,0,1,0,1,1,0,0,1,0,110900,1,0.48,3662,37863,0.095,0.279,0,44642.36,0.06,0,8,11/4/2016,810.4,0.09,4,1,0.31,,
9378,15709447,Reed,584,France,Female,1,26,2,1,1,0,0,0,1,1,1,0,0,105105,0,0.38,41942,28690,0.1244,0.3168,0,33931.21,0.04,0,10,9/21/2015,3511,0,2,0,0.21,,
9379,15762682,Mitchell,709,Spain,Female,0,35,0,2,1,0,0,1,1,1,1,1,0,12675,0,0.1,8009,68306,0.1491,0.4538,0,27971.23,0.03,0,6,5/13/2015,8054.8,0,3,1,0.75,,
9380,15626042,Webb,690,Spain,Female,1,26,0,2,1,0,1,1,0,1,0,1,0,93256,0,0.12,0,78184,0.0994,0.2368,0,33300.63,0.08,1,2,9/25/2018,4213.4,0,6,0,0.36,,
9381,15597109,Vanzetti,627,France,Male,1,70,2,1,0,1,1,0,1,1,0,1,1,145300,0,0.1,37272,75201,0.0817,0.4038,1,51268.89,0.06,1,4,5/29/2017,6300.8,0.14,5,1,0.32,,
9382,15756148,Nnanna,765,Spain,Male,0,45,1,1,1,1,0,0,0,0,0,0,1,47139,0,0.11,9172,90192,0.1479,0.1898,0,86954.38,0.09,1,8,10/14/2015,7517,0.45,5,1,0.73,,
9383,15665634,Campbell,645,France,Female,1,38,3,1,1,1,0,1,1,0,1,0,1,167723,0,0.24,19142,49984,0.13,0.2819,0,85009.67,0.1,1,5,7/22/2018,5019.8,0.48,5,0,0.49,,
9384,15739997,Capon,716,France,Female,1,23,3,2,0,0,0,1,1,1,1,0,1,185901,0,0.16,0,48033,0.1293,0.3709,0,20523.3,0.09,1,4,6/23/2015,813.5,0.41,4,1,0.21,,
9385,15686242,Otutodilichukwu,771,France,Female,1,57,0,1,0,0,1,0,0,0,1,0,1,85877,1,0.31,25722,66264,0.1329,0.1724,0,69033.94,0.11,0,1,12/4/2018,5701.6,0,1,1,0.03,,
9386,15759244,Boone,687,Germany,Male,0,44,0,2,1,0,0,1,0,1,1,0,0,1788,0,0.11,0,43235,0.1756,0.3059,0,18312.1,0.12,1,6,1/24/2015,7741,0,3,1,0.67,,
9387,15672027,McIntyre,717,Germany,Female,0,33,0,2,1,1,0,0,0,1,1,1,1,23232,0,0.19,41722,22334,0.1256,0.1204,1,8342.65,0.08,0,2,9/27/2015,2907.2,0.19,2,0,0.49,,
9388,15594576,Zhdanov,524,France,Male,1,32,5,1,0,0,0,1,0,1,1,1,0,187740,0,0.22,13861,78986,0.1275,0.3488,0,46823.3,0.05,0,1,8/27/2017,7189.6,0,3,1,0.27,,
9389,15707138,Nagy,679,Spain,Male,1,39,4,2,1,0,1,1,1,0,1,1,0,100061,0,0.2,37595,47734,0.0914,0.3635,0,116271.69,0.12,1,5,5/28/2017,7797.6,0.26,4,0,0.11,,
9390,15756954,Lombardo,538,France,Female,1,32,1,1,1,1,1,1,0,0,1,0,1,80131,0,0.16,17155,92795,0.1793,0.2207,0,104843.65,0.11,1,7,7/19/2018,4035.5,0,4,0,0.75,,
9391,15619130,Simpson,752,Germany,Female,1,37,2,2,1,0,1,0,1,0,0,0,1,132468,0,0.32,25919,98630,0.1677,0.306,1,31427.32,0.1,1,5,3/25/2018,3767.1,0.27,2,0,0.47,,
9392,15639665,Herbert,846,Spain,Male,1,61,0,2,1,0,1,0,1,1,1,0,1,96202,0,0.5,0,56531,0.128,0.3119,1,55625.97,0.13,1,10,10/1/2016,6352.1,0.29,6,1,0.73,,
9393,15571065,Lehr,532,Spain,Female,1,39,0,2,1,0,1,0,1,0,0,0,1,94977,0,0.33,34309,35561,0.134,0.1322,1,54544.03,0.12,0,2,3/22/2017,2701.9,0,6,1,0.62,,
9394,15686060,Chou,670,Germany,Male,1,43,4,1,1,0,0,1,0,1,1,0,0,178827,1,0.45,26359,23870,0.1072,0.1934,0,47896.69,0.08,0,9,11/11/2017,2666.5,0.47,2,0,0.69,,
9395,15615753,Upchurch,597,Germany,Female,1,35,4,1,1,0,1,0,1,0,0,1,0,192853,0,0.34,38694,83668,0.0885,0.1763,0,31292.52,0.04,1,7,1/20/2015,7948.5,0,1,1,0.34,,
9396,15800961,Ugorji,627,Germany,Male,1,52,5,2,0,0,0,0,0,0,0,0,1,177238,0,0.41,37314,62987,0.1338,0.4522,1,7733.1,0.07,1,4,4/17/2016,9640.2,0.25,5,1,0.56,,
9397,15763065,Palerma,700,Spain,Female,1,40,2,2,1,0,0,1,0,0,0,1,1,199754,0,0.08,40383,37816,0.1232,0.4628,1,47985.74,0.09,0,5,9/13/2017,9578,0.15,3,1,0.31,,
9398,15672467,Coles,766,France,Female,1,52,0,2,0,0,0,1,1,0,1,0,0,66194,0,0.11,0,65687,0.1351,0.1368,1,67052.4,0.1,1,2,3/30/2015,2147.1,0.05,3,1,0.76,,
9399,15752915,Hsueh,488,France,Female,1,34,4,2,1,0,1,0,1,0,1,0,1,181271,0,0.23,26197,22957,0.1436,0.4747,1,16905.81,0.12,1,9,10/25/2015,2192,0.07,1,0,0.04,,
9400,15744695,Tu,694,France,Male,0,39,0,1,1,0,1,1,0,0,0,1,1,25408,0,0.12,32606,94337,0.1144,0.3703,1,79715.88,0.09,1,8,8/21/2017,7428.8,0.31,6,1,0.28,,
9401,15584897,Kuo,639,France,Female,0,31,1,1,0,1,1,1,0,1,0,1,1,20974,0,0.12,30826,35720,0.1523,0.2247,0,34136.72,0.05,0,4,5/23/2019,6179.8,0,4,0,0.74,,
9402,15601857,Woodhouse,705,Germany,Female,1,46,0,1,0,1,0,0,0,1,1,1,0,76545,1,0.16,0,56441,0.1187,0.1011,1,101087.58,0.11,0,2,6/24/2016,4837.4,0.49,3,1,0.45,,
9403,15674156,Tretiakova,810,Germany,Male,1,69,5,1,1,1,0,1,0,1,0,1,0,110510,0,0.19,29787,35960,0.1708,0.3031,1,75897.78,0.11,1,10,1/12/2019,8005.4,0.17,1,1,0.4,,
9404,15695465,Gibson,638,France,Female,1,36,2,1,1,1,1,1,1,0,1,1,1,164248,0,0.03,0,98532,0.1389,0.3551,0,33056.71,0.05,0,4,6/3/2016,9853.9,0,2,1,0.03,,
9405,15792232,Moss,595,Spain,Female,1,43,4,2,0,0,0,1,1,1,1,0,0,105150,0,0.02,30092,70522,0.1772,0.1221,0,113070.77,0.12,0,6,1/20/2015,5187.1,0,1,1,0.72,,
9406,15807900,Chineze,575,France,Male,0,36,1,1,1,0,1,0,1,1,0,0,0,55869,1,0.41,21902,74098,0.0964,0.1005,0,52232.18,0.08,1,7,7/7/2018,9354.9,0.14,6,0,0.51,,
9407,15743760,Davidson,850,France,Male,1,31,5,2,1,0,1,0,1,0,0,1,1,178747,0,0.23,2482,31412,0.1388,0.4588,0,52036.35,0.12,1,9,5/9/2016,2382.5,0.47,1,1,0.11,,
9408,15652835,Liang,419,Spain,Female,1,27,5,1,0,0,1,0,0,1,1,1,1,134721,0,0.32,10379,43218,0.1612,0.4651,1,43094.15,0.11,1,5,5/31/2015,3774.6,0.27,5,1,0.55,,
9409,15767818,Graham,640,France,Male,0,55,0,1,1,1,1,0,1,0,0,1,1,979,0,0.43,0,88430,0.1425,0.3175,0,4395.71,0.04,0,6,8/10/2016,5046.9,0.42,5,0,0.66,,
9410,15591150,Nwebube,570,Spain,Male,1,34,2,2,0,1,1,0,1,0,1,0,0,183387,0,0.31,1697,93835,0.0807,0.3613,0,41219.6,0.11,1,7,9/16/2018,8702.6,0,5,1,0.06,,
9411,15734659,Sozonov,640,Germany,Female,1,46,3,2,1,0,0,1,1,0,0,0,1,155876,0,0.05,2299,36435,0.0833,0.4127,1,16400.3,0.09,0,5,7/22/2015,6730.9,0.47,5,0,0.18,,
9412,15796115,Forbes,689,Germany,Female,1,40,4,4,1,1,0,0,0,0,0,1,0,119259,1,0.49,16659,45220,0.1361,0.1983,1,7249.65,0.05,0,1,4/10/2016,4565.7,0,4,0,0.64,,
9413,15724648,Chikezie,725,France,Male,1,26,2,1,0,1,0,1,0,0,1,0,0,133721,0,0.44,18858,75519,0.085,0.2585,1,17210.67,0.12,0,10,10/27/2018,1252.5,0,5,0,0.08,,
9414,15737732,Onwuemelie,751,France,Female,1,44,2,2,1,0,0,0,0,1,0,0,0,170634,0,0.13,2758,94057,0.1585,0.1654,0,93471.26,0.12,0,5,11/7/2017,5164.2,0.03,4,0,0.15,,
9415,15632280,Toth,544,Spain,Female,1,53,4,1,1,1,1,1,0,0,0,0,0,125692,1,0.46,8327,57759,0.1687,0.3859,0,13651.99,0.09,0,5,11/23/2015,8389.6,0,2,0,0.59,,
9416,15750407,Hunt,768,Germany,Female,0,43,1,2,0,0,1,1,0,0,0,1,0,19150,0,0.38,21970,70251,0.1591,0.2627,1,35098.33,0.11,0,8,2/22/2015,959.2,0.44,6,0,0.45,,
9417,15795370,Mazure,648,Germany,Male,1,37,0,1,1,1,1,0,0,0,0,0,0,86895,0,0.48,0,52576,0.1408,0.4734,0,22067.05,0.04,0,7,11/30/2018,429.5,0,1,1,0.73,,
9418,15656829,Hughes,577,Spain,Female,0,33,0,2,1,1,0,0,1,1,1,1,0,57976,0,0.37,29799,84462,0.1231,0.2807,1,79781.97,0.12,0,9,9/2/2018,1161.1,0.03,4,1,0.3,,
9419,15643794,Bennett,639,Spain,Female,1,27,0,1,1,0,1,0,0,0,1,0,0,82939,0,0.29,2710,98164,0.1311,0.2016,1,104010.14,0.11,1,3,4/7/2019,2675.5,0.1,4,1,0.17,,
9420,15798605,Tien,686,Germany,Male,1,26,0,1,1,1,0,1,1,0,0,1,1,79189,0,0.27,11385,77070,0.1429,0.3029,0,78349.18,0.1,1,10,12/26/2015,2253.6,0.36,5,0,0.38,,
9421,15637324,Kay,657,France,Female,0,28,0,2,0,0,0,0,1,1,1,0,1,5178,0,0.31,19675,99560,0.1578,0.3768,0,8570.35,0.06,1,8,8/3/2017,6687.5,0,3,1,0.63,,
9422,15589589,Bryan,613,France,Male,0,34,1,1,1,0,1,0,0,0,1,1,1,44510,0,0.16,574,73516,0.175,0.115,1,46811.91,0.08,0,9,11/26/2016,1806.3,0.22,5,0,0.53,,
9423,15778936,Ingamells,701,France,Male,1,33,2,1,1,1,0,1,1,1,1,0,0,190612,0,0.19,32613,68462,0.1152,0.2163,0,16506.23,0.07,0,6,1/21/2015,4852.1,0,2,0,0.05,,
9424,15757385,Milne,578,Spain,Female,1,28,2,1,1,1,0,1,0,0,1,1,0,177835,0,0.09,0,99498,0.175,0.1571,1,49258.58,0.08,0,10,6/18/2017,4712,0.08,1,0,0.31,,
9425,15666200,Lombardo,689,France,Female,1,40,5,2,1,0,1,0,0,1,1,1,0,119447,0,0.35,27399,65616,0.0828,0.3272,1,41430.59,0.12,1,7,12/31/2018,4537.1,0,3,0,0.61,,
9426,15683977,Owens,687,Spain,Female,0,72,1,2,1,1,1,0,0,0,1,1,1,50268,0,0.23,13250,47057,0.1366,0.1655,1,31803.82,0.04,1,3,3/20/2016,8378.5,0.02,4,1,0.11,,
9427,15675518,Charlton,499,Spain,Female,1,53,4,2,0,0,1,0,0,1,1,0,1,144849,1,0.35,0,34208,0.0892,0.3028,1,30780.79,0.04,0,1,4/28/2019,4797.1,0.4,4,0,0.45,,
9428,15584812,Overby,693,Spain,Female,1,39,1,2,0,0,0,0,1,1,1,0,0,81902,0,0.18,18974,67648,0.0943,0.1394,0,27873.43,0.04,0,4,1/30/2015,1787.3,0.2,5,0,0.15,,
9429,15752984,Chifley,737,France,Female,0,70,0,2,1,0,0,0,0,1,1,0,0,42577,0,0.33,0,58476,0.1589,0.3346,1,33408.76,0.08,1,9,7/16/2017,2650.2,0,2,0,0.74,,
9430,15577913,Oliver,651,France,Female,1,32,0,1,1,1,1,1,0,0,0,1,1,87610,0,0.18,41015,59116,0.0852,0.3919,0,92633.45,0.12,1,8,10/8/2016,7761.9,0,3,1,0.4,,
9431,15591980,Hill,753,France,Male,1,33,0,2,1,1,0,0,0,1,0,0,1,82821,0,0.25,42389,54144,0.1641,0.3221,1,55597.54,0.06,1,2,11/11/2015,9224.5,0,4,1,0.35,,
9432,15598948,DeRose,523,Spain,Female,1,24,3,1,0,1,1,1,1,0,1,1,1,155144,0,0.37,43399,71169,0.0865,0.2126,0,23571.31,0.06,1,4,8/8/2015,5679.1,0,1,1,0.74,,
9433,15574142,Chuang,458,Germany,Female,0,28,0,2,1,1,0,1,1,0,0,1,1,9578,0,0.46,29702,67835,0.1634,0.1104,0,31213.23,0.05,1,10,2/27/2015,2050.6,0.14,2,0,0.7,,
9434,15582903,Edwards,643,France,Male,1,39,2,2,1,1,1,0,1,1,1,0,1,170393,0,0.46,23351,76840,0.1616,0.4564,0,23528.86,0.07,1,4,2/25/2018,829.7,0.33,1,1,0.29,,
9435,15733229,Rodriguez,638,Spain,Female,0,34,0,2,0,0,1,1,1,1,1,0,1,3946,0,0.49,35155,43690,0.1208,0.3738,1,8484.49,0.07,0,1,4/16/2017,3389,0.32,5,0,0.28,,
9436,15635752,Lo,685,Germany,Male,1,38,3,2,1,1,1,1,1,1,1,0,0,102185,0,0.38,0,93288,0.1155,0.244,0,10275.16,0.08,1,6,4/14/2015,8023.8,0.37,3,1,0.28,,
9437,15771000,Powell,684,France,Male,1,38,0,3,1,1,1,1,0,0,0,1,1,75610,0,0.09,38544,60244,0.1239,0.1835,1,15498.01,0.06,0,1,2/20/2015,4480.1,0,1,0,0.39,,
9438,15804864,Chu,670,France,Female,0,27,0,1,1,0,1,1,0,1,0,1,0,26170,0,0.16,0,72275,0.1424,0.4736,0,54786.82,0.09,1,6,2/15/2018,1935.9,0,3,0,0.76,,
9439,15641175,Munro,701,Germany,Male,1,63,3,3,0,0,1,0,1,1,1,0,1,144727,1,0.01,1053,94558,0.1242,0.2489,0,70821.19,0.12,0,2,10/1/2018,9689.7,0,6,0,0.18,,
9440,15692226,Onwumelu,705,France,Female,0,31,0,1,1,0,0,1,1,0,0,0,0,58135,0,0.09,2088,23865,0.122,0.2418,0,95900.41,0.1,1,2,11/2/2015,3494.4,0,4,1,0.59,,
9441,15584156,Siciliani,593,Spain,Male,1,27,1,3,0,1,1,1,1,0,1,1,1,94620,1,0.3,43325,28078,0.1197,0.1251,1,29747.64,0.07,0,3,10/15/2018,7638.6,0.47,2,0,0.74,,
9442,15702656,Yobachi,651,France,Female,1,33,2,1,1,0,1,0,0,1,0,0,0,108765,0,0.48,0,96723,0.1185,0.3033,0,117579.99,0.12,0,1,5/17/2018,8335.3,0,3,0,0.73,,
9443,15606552,Akabueze,741,France,Male,1,37,5,2,1,0,0,1,0,1,1,1,0,149504,0,0.29,35552,95339,0.1799,0.2947,1,28681.61,0.07,1,4,7/19/2018,2426.9,0.2,2,1,0.69,,
9444,15687001,Chiemenam,596,Germany,Male,1,54,2,1,1,1,1,0,0,1,0,1,1,120315,1,0.49,41484,53109,0.1031,0.1795,1,40517.59,0.1,1,4,8/24/2017,5848.1,0,6,0,0.18,,
9445,15781903,Odinakachukwu,581,Germany,Male,0,41,0,2,1,1,0,1,0,1,0,0,1,44206,0,0.17,6112,68087,0.1342,0.2987,0,111167.91,0.13,1,10,9/26/2017,1813.8,0,4,0,0.63,,
9446,15731951,Reilly,689,Spain,Female,0,28,1,1,1,1,1,0,1,1,0,0,1,6130,1,0.07,18899,44404,0.1242,0.3289,0,80431.96,0.1,0,3,4/25/2017,8352.7,0.2,1,0,0.48,,
9447,15580953,Forbes,544,France,Male,1,30,2,1,0,1,1,0,0,0,0,0,0,126797,0,0.34,41828,82098,0.1271,0.1108,1,20812.04,0.04,1,4,8/5/2018,3707.7,0.28,6,1,0.23,,
9448,15810390,Amadi,718,France,Female,0,41,1,2,0,1,0,0,0,0,0,1,1,27510,1,0.23,0,39724,0.105,0.1234,0,15957.87,0.06,1,2,11/18/2015,9391.3,0,3,0,0.46,,
9449,15628274,Ferri,583,Germany,Male,0,35,0,2,1,1,0,0,1,0,1,0,1,42144,0,0.32,6187,99145,0.1699,0.3258,1,10980.16,0.04,0,4,3/13/2016,1917.3,0.26,4,1,0.54,,
9450,15615444,Y?an,663,Germany,Male,1,28,1,2,1,1,0,0,1,0,1,0,0,87985,0,0.41,2847,44466,0.1036,0.1739,0,33330.44,0.04,1,8,3/8/2019,2980.2,0,5,0,0.25,,
9451,15784010,Williamson,666,Germany,Male,1,33,0,1,1,1,1,1,1,1,0,0,1,81885,0,0.04,7453,39377,0.1374,0.1329,1,52981.62,0.08,0,4,12/16/2015,4238.2,0,4,1,0.11,,
9452,15571586,Briggs,524,Spain,Male,0,29,0,1,1,1,1,0,1,0,1,0,0,2705,1,0.42,41039,74440,0.1044,0.1259,0,27373.81,0.12,0,2,10/20/2015,5405,0,6,0,0.6,,
9453,15748616,Napolitani,599,France,Male,0,27,1,2,1,0,1,1,1,0,0,0,0,30546,0,0.22,0,86661,0.1021,0.1154,1,28141.9,0.07,0,3,11/26/2016,5808,0.35,3,0,0.72,,
9454,15769402,Carpenter,667,France,Male,1,27,4,1,1,1,0,1,1,0,1,0,0,149403,0,0.49,21589,43227,0.0967,0.3499,1,4944.31,0.03,1,2,8/4/2016,8030.1,0,4,0,0.35,,
9455,15739248,Lin,727,France,Male,1,52,4,2,1,0,0,1,0,0,0,0,1,118429,0,0.2,18155,66229,0.0982,0.3041,1,32093.56,0.13,1,5,10/19/2017,4648,0,1,1,0.62,,
9456,15603481,Robinson,689,Spain,Female,0,55,0,2,1,1,0,1,0,0,1,1,1,58442,0,0.01,0,23474,0.1663,0.1896,0,39446.81,0.06,1,10,12/31/2016,1486.3,0,6,1,0.09,,
9457,15723604,Collins,639,France,Male,0,39,0,1,1,1,1,1,0,0,0,0,1,30414,0,0.49,27970,42913,0.1627,0.408,1,5247.64,0.04,0,5,6/14/2017,5299.7,0.19,3,1,0.25,,
9458,15797822,Kingsley,678,France,Male,0,28,0,1,1,0,1,1,1,0,0,1,0,58814,0,0.25,33747,21902,0.0962,0.1204,1,12960.17,0.06,1,8,6/28/2018,3931.2,0,6,1,0.16,,
9459,15665064,Harvey,523,France,Male,1,36,2,2,1,0,1,1,1,0,0,0,1,155305,0,0.18,17867,52118,0.1776,0.4255,0,26366.83,0.08,0,7,8/6/2016,7845.3,0.01,3,1,0.22,,
9460,15640580,Obiora,650,France,Female,1,47,5,1,1,0,1,0,0,0,0,1,0,187944,0,0.38,2380,37306,0.1443,0.3168,1,46571.79,0.11,0,6,5/28/2017,7317.1,0.15,5,0,0.33,,
9461,15581089,Knight,744,Spain,Male,0,35,1,2,1,0,0,0,0,0,0,0,0,43037,0,0.45,4249,52426,0.1488,0.2686,0,23666.97,0.07,1,7,6/9/2016,2911.2,0.48,6,1,0.46,,
9462,15728605,Hung,697,France,Male,0,40,0,2,0,1,0,0,0,0,1,0,1,26543,0,0.28,0,70328,0.1155,0.298,1,27077.91,0.04,1,7,12/11/2016,3634.8,0.22,5,0,0.32,,
9463,15737385,Curtis,800,Spain,Female,1,46,3,2,1,0,0,0,0,1,0,0,1,171928,0,0.35,25579,99974,0.1286,0.1848,0,23423.81,0.08,0,2,1/30/2018,9953.8,0,2,0,0.7,,
9464,15714789,Perez,664,France,Male,0,24,1,1,0,0,1,0,1,0,0,0,0,35611,0,0.14,19640,72896,0.0813,0.1073,0,33992.93,0.06,1,7,5/11/2016,752.7,0.16,5,0,0.73,,
9465,15786035,Gosnell,740,France,Male,0,39,1,2,1,1,0,1,1,0,1,1,1,19047,0,0.02,18271,38714,0.1735,0.4628,0,27709.16,0.08,0,7,10/28/2015,9240.2,0,4,1,0.06,,
9466,15815259,Fang,835,France,Female,0,56,0,2,1,0,0,0,1,1,0,1,0,39820,0,0.4,33160,68804,0.1317,0.3544,1,121088.99,0.13,1,4,4/21/2015,8783,0.34,6,0,0.05,,
9467,15592716,Clarke,559,France,Male,1,52,3,1,1,0,1,0,1,0,1,0,1,129014,1,0.26,35421,28537,0.1356,0.1635,1,125723.09,0.13,0,6,4/20/2015,3573.4,0,5,1,0.28,,
9468,15734850,Milanesi,676,Spain,Male,1,36,2,1,1,0,0,0,0,1,1,1,0,113810,0,0.35,36848,76634,0.1156,0.1607,0,27444.05,0.09,0,1,3/3/2018,8365.3,0.37,3,1,0.34,,
9469,15638047,Chia,613,Germany,Female,0,45,0,2,1,0,1,0,1,1,0,1,0,34750,0,0.36,0,88897,0.0872,0.316,1,39998.38,0.06,0,5,1/7/2019,1662,0.3,5,0,0.27,,
